年月,公司,业务线,区域,城市,门店,产品,本期销售额,销售成本,目标销售额,同业平均,单位
201601,C001,B01,Z1,Z11,Z1101,P05,101429,90317,103858,100000,CNY
201601,C001,B01,Z1,Z11,Z1102,P01,104451,63153,109809,100000,CNY
201601,C001,B01,Z1,Z11,Z1102,P02,101070,105586,106358,100000,CNY
201601,C001,B01,Z1,Z11,Z1102,P03,117026,115844,108401,100000,CNY
201601,C001,B01,Z1,Z11,Z1102,P04,108108,77368,119429,100000,CNY
201601,C001,B01,Z1,Z11,Z1102,P05,107320,111407,104604,100000,CNY
201601,C001,B01,Z1,Z11,Z1103,P01,109248,75427,105857,100000,CNY
201601,C001,B01,Z1,Z11,Z1103,P02,118530,102621,104992,100000,CNY
201601,C001,B01,Z1,Z11,Z1103,P03,104255,80281,103575,100000,CNY
201601,C001,B01,Z1,Z11,Z1103,P04,110332,67421,108391,100000,CNY
201601,C001,B01,Z1,Z11,Z1103,P05,112786,114533,101966,100000,CNY
201601,C001,B01,Z1,Z11,Z1104,P01,106957,116552,115284,100000,CNY
201601,C001,B01,Z1,Z11,Z1104,P02,115668,87607,100479,100000,CNY
201601,C001,B01,Z1,Z11,Z1104,P03,113155,83099,109269,100000,CNY
201601,C001,B01,Z1,Z11,Z1104,P04,107731,110851,116376,100000,CNY
201601,C001,B01,Z1,Z11,Z1105,P01,113887,86800,104112,100000,CNY
201601,C001,B01,Z1,Z11,Z1105,P02,116251,87754,102508,100000,CNY
201601,C001,B01,Z1,Z11,Z1105,P03,115205,65526,102286,100000,CNY
201601,C001,B01,Z1,Z11,Z1105,P04,108002,91051,109534,100000,CNY
201601,C001,B01,Z1,Z11,Z1106,P01,119862,70065,115276,100000,CNY
201601,C001,B01,Z1,Z11,Z1106,P02,113226,94111,113247,100000,CNY
201601,C001,B01,Z1,Z11,Z1106,P03,115812,110753,116538,100000,CNY
201601,C001,B01,Z1,Z12,Z1201,P01,107415,88387,112908,100000,CNY
201601,C001,B01,Z1,Z12,Z1201,P02,106711,86239,113974,100000,CNY
201601,C001,B01,Z1,Z12,Z1201,P03,108360,63127,107118,100000,CNY
201601,C001,B01,Z1,Z12,Z1201,P04,115583,75678,116496,100000,CNY
201601,C001,B01,Z1,Z12,Z1202,P01,106373,95435,107575,100000,CNY
201601,C001,B01,Z1,Z12,Z1202,P02,103292,74320,107307,100000,CNY
201601,C001,B01,Z1,Z12,Z1202,P03,100976,77028,112948,100000,CNY
201601,C001,B01,Z1,Z13,Z1301,P01,114322,73209,112919,100000,CNY
201601,C001,B01,Z1,Z13,Z1301,P02,109617,62370,109395,100000,CNY
201601,C001,B01,Z1,Z13,Z1301,P03,116906,115807,101183,100000,CNY
201601,C001,B01,Z1,Z13,Z1301,P04,107768,79391,100062,100000,CNY
201601,C001,B01,Z1,Z13,Z1302,P01,111565,84039,116790,100000,CNY
201601,C001,B01,Z1,Z13,Z1302,P02,104075,107228,101072,100000,CNY
201601,C001,B01,Z1,Z14,Z1401,P01,116976,108378,106016,100000,CNY
201601,C001,B01,Z1,Z14,Z1401,P02,100813,84055,117967,100000,CNY
201601,C001,B01,Z1,Z14,Z1401,P03,108246,102395,118900,100000,CNY
201601,C001,B01,Z1,Z14,Z1402,P01,103171,65581,103266,100000,CNY
201601,C001,B01,Z1,Z14,Z1402,P02,109120,68352,104810,100000,CNY
201601,C001,B01,Z1,Z14,Z1402,P03,104180,60467,114531,100000,CNY
201601,C001,B01,Z1,Z15,Z1501,P01,101568,76819,101648,100000,CNY
201601,C001,B01,Z1,Z15,Z1501,P02,110890,99617,109184,100000,CNY
201601,C001,B01,Z1,Z15,Z1501,P03,112729,104680,117595,100000,CNY
201601,C001,B01,Z1,Z15,Z1501,P04,101514,76543,101645,100000,CNY
201601,C001,B01,Z1,Z15,Z1501,P05,101164,116845,109079,100000,CNY
201601,C001,B01,Z1,Z16,Z1601,P01,100889,115432,112835,100000,CNY
201601,C001,B01,Z1,Z16,Z1601,P02,103363,76402,106081,100000,CNY
201601,C001,B01,Z1,Z16,Z1601,P03,100188,73125,105206,100000,CNY
201601,C001,B01,Z1,Z16,Z1601,P04,114873,117744,102862,100000,CNY
201601,C001,B01,Z1,Z16,Z1601,P05,106644,63606,113930,100000,CNY
201601,C001,B01,Z2,Z21,Z2101,P01,106705,88728,108268,100000,CNY
201601,C001,B01,Z2,Z21,Z2101,P02,101486,108541,102965,100000,CNY
201601,C001,B01,Z2,Z21,Z2101,P03,102360,108098,104998,100000,CNY
201601,C001,B01,Z2,Z21,Z2102,P01,118946,67873,105062,100000,CNY
201601,C001,B01,Z2,Z21,Z2102,P02,111456,64264,101921,100000,CNY
201601,C001,B01,Z2,Z21,Z2102,P03,104381,66346,104922,100000,CNY
201601,C001,B01,Z2,Z21,Z2103,P01,105033,118777,103562,100000,CNY
201601,C001,B01,Z2,Z21,Z2103,P02,111776,80941,116862,100000,CNY
201601,C001,B01,Z2,Z21,Z2104,P01,114913,106440,112248,100000,CNY
201601,C001,B01,Z2,Z21,Z2104,P02,114017,92879,101515,100000,CNY
201601,C001,B01,Z2,Z21,Z2104,P03,102520,104606,117531,100000,CNY
201601,C001,B01,Z2,Z21,Z2104,P04,118215,101746,100951,100000,CNY
201601,C001,B01,Z2,Z22,Z2201,P01,102955,98056,109650,100000,CNY
201601,C001,B01,Z2,Z22,Z2201,P02,103598,83037,110171,100000,CNY
201601,C001,B01,Z2,Z22,Z2201,P03,101243,114167,108089,100000,CNY
201601,C001,B01,Z2,Z22,Z2202,P01,116055,103060,114124,100000,CNY
201601,C001,B01,Z2,Z22,Z2202,P02,100202,89586,105884,100000,CNY
201601,C001,B01,Z2,Z22,Z2202,P03,102211,73658,110902,100000,CNY
201601,C001,B01,Z2,Z22,Z2203,P01,112243,82449,116996,100000,CNY
201601,C001,B01,Z2,Z22,Z2203,P02,112015,93240,119906,100000,CNY
201601,C001,B01,Z2,Z22,Z2204,P01,100659,99195,118815,100000,CNY
201601,C001,B01,Z2,Z22,Z2204,P02,116504,68120,116417,100000,CNY
201601,C001,B01,Z2,Z22,Z2204,P03,103636,106534,112996,100000,CNY
201601,C001,B01,Z2,Z22,Z2204,P04,101632,105624,101575,100000,CNY
201601,C001,B01,Z2,Z23,Z2301,P01,111321,78724,111598,100000,CNY
201601,C001,B01,Z2,Z23,Z2301,P02,115336,80627,110081,100000,CNY
201601,C001,B01,Z2,Z23,Z2301,P03,117263,64062,119458,100000,CNY
201601,C001,B01,Z2,Z23,Z2302,P01,119968,61799,102091,100000,CNY
201601,C001,B01,Z2,Z23,Z2302,P02,110304,72860,119805,100000,CNY
201601,C001,B01,Z2,Z23,Z2302,P03,117353,113649,102292,100000,CNY
201601,C001,B01,Z2,Z23,Z2303,P01,100354,106236,102806,100000,CNY
201601,C001,B01,Z2,Z23,Z2303,P02,109186,90021,109302,100000,CNY
201601,C001,B01,Z2,Z23,Z2304,P01,107158,119656,108269,100000,CNY
201601,C001,B01,Z2,Z23,Z2304,P02,105423,63409,119011,100000,CNY
201601,C001,B01,Z2,Z23,Z2304,P03,116709,83630,113693,100000,CNY
201601,C001,B01,Z2,Z23,Z2304,P04,109012,112059,109634,100000,CNY
201601,C001,B01,Z3,Z31,Z3101,P01,118364,65455,118971,100000,CNY
201601,C001,B01,Z3,Z31,Z3101,P02,107151,68950,118051,100000,CNY
201601,C001,B01,Z3,Z31,Z3101,P03,115693,117814,113852,100000,CNY
201601,C001,B01,Z3,Z31,Z3102,P01,102212,69284,113784,100000,CNY
201601,C001,B01,Z3,Z31,Z3102,P02,102928,118532,118270,100000,CNY
201601,C001,B01,Z3,Z32,Z3201,P01,101588,110389,101394,100000,CNY
201601,C001,B01,Z3,Z32,Z3201,P02,115883,68183,115250,100000,CNY
201601,C001,B01,Z3,Z32,Z3201,P03,117069,84147,106633,100000,CNY
201601,C001,B01,Z3,Z32,Z3202,P01,111825,104242,109229,100000,CNY
201601,C001,B01,Z3,Z32,Z3202,P02,115141,63673,102363,100000,CNY
201601,C001,B01,Z3,Z32,Z3202,P03,116827,76022,100825,100000,CNY
201601,C001,B01,Z4,Z41,Z4101,P01,109581,119790,115006,100000,CNY
201601,C001,B01,Z4,Z41,Z4101,P02,107093,101361,101807,100000,CNY
201601,C001,B01,Z4,Z41,Z4101,P03,102617,73557,117748,100000,CNY
201601,C001,B01,Z4,Z41,Z4102,P01,103470,98977,116986,100000,CNY
201601,C001,B01,Z4,Z41,Z4102,P02,109995,78153,114456,100000,CNY
201601,C001,B01,Z4,Z41,Z4102,P03,100276,115241,115313,100000,CNY
201601,C001,B01,Z4,Z42,Z4201,P01,116503,82127,113183,100000,CNY
201601,C001,B01,Z4,Z42,Z4201,P02,119940,102232,100391,100000,CNY
201601,C001,B01,Z4,Z42,Z4201,P03,100631,117323,119143,100000,CNY
201601,C001,B01,Z4,Z42,Z4202,P01,114331,61939,106467,100000,CNY
201601,C001,B01,Z4,Z42,Z4202,P02,113828,60621,115281,100000,CNY
201601,C001,B01,Z4,Z42,Z4202,P03,113220,78279,102712,100000,CNY
201601,C001,B01,Z5,Z51,Z5101,P01,100764,75042,102049,100000,CNY
201601,C001,B01,Z5,Z51,Z5101,P02,118554,118007,102523,100000,CNY
201601,C001,B01,Z5,Z51,Z5101,P03,113654,113532,111649,100000,CNY
201601,C001,B01,Z5,Z51,Z5102,P01,115379,93543,110181,100000,CNY
201601,C001,B01,Z5,Z51,Z5102,P02,105430,68918,116927,100000,CNY
201601,C001,B01,Z5,Z51,Z5102,P03,113862,73870,116279,100000,CNY
201601,C001,B01,Z5,Z52,Z5201,P01,114822,100853,113593,100000,CNY
201601,C001,B01,Z5,Z52,Z5201,P02,106208,77621,115071,100000,CNY
201601,C001,B01,Z5,Z52,Z5201,P03,110836,62466,106272,100000,CNY
201601,C001,B01,Z5,Z52,Z5202,P01,100250,66220,100797,100000,CNY
201601,C001,B01,Z5,Z52,Z5202,P02,110969,79645,110589,100000,CNY
201601,C001,B01,Z5,Z52,Z5202,P03,107839,101727,101436,100000,CNY
201601,C001,B01,Z6,Z61,Z6101,P01,103240,72744,115042,100000,CNY
201601,C001,B01,Z6,Z61,Z6101,P02,112271,85150,106811,100000,CNY
201601,C001,B01,Z6,Z61,Z6101,P03,108541,75353,116409,100000,CNY
201601,C001,B01,Z6,Z61,Z6101,P04,106381,113808,115709,100000,CNY
201601,C001,B01,Z6,Z61,Z6101,P05,101061,100567,117106,100000,CNY
201601,C001,B02,Z1,Z11,Z1101,P01,105573,94427,101509,100000,CNY
201601,C001,B02,Z1,Z11,Z1101,P02,101155,74272,101121,100000,CNY
201601,C001,B02,Z1,Z11,Z1101,P03,107004,88136,112991,100000,CNY
201601,C001,B02,Z1,Z11,Z1101,P04,119804,67100,117841,100000,CNY
201601,C001,B02,Z1,Z11,Z1101,P05,117450,101044,118232,100000,CNY
201601,C001,B02,Z1,Z11,Z1102,P01,101387,84684,112431,100000,CNY
201601,C001,B02,Z1,Z11,Z1102,P02,104439,110434,117706,100000,CNY
201601,C001,B02,Z1,Z11,Z1102,P03,112722,110059,106840,100000,CNY
201601,C001,B02,Z1,Z11,Z1102,P04,117292,114552,109136,100000,CNY
201601,C001,B02,Z1,Z11,Z1102,P05,116231,113332,106499,100000,CNY
201601,C001,B02,Z1,Z11,Z1103,P01,117267,102965,113092,100000,CNY
201601,C001,B02,Z1,Z11,Z1103,P02,106205,90234,101201,100000,CNY
201601,C001,B02,Z1,Z11,Z1103,P03,115192,86540,116973,100000,CNY
201601,C001,B02,Z1,Z11,Z1103,P04,100000,79168,119778,100000,CNY
201601,C001,B02,Z1,Z11,Z1103,P05,102171,90380,119630,100000,CNY
201601,C001,B02,Z1,Z11,Z1104,P01,119256,119085,117039,100000,CNY
201601,C001,B02,Z1,Z11,Z1104,P02,110585,60634,109610,100000,CNY
201601,C001,B02,Z1,Z11,Z1104,P03,106278,90703,118805,100000,CNY
201601,C001,B02,Z1,Z11,Z1104,P04,100521,74536,100468,100000,CNY
201601,C001,B02,Z1,Z11,Z1105,P01,119168,100392,103168,100000,CNY
201601,C001,B02,Z1,Z11,Z1105,P02,108486,73503,111643,100000,CNY
201601,C001,B02,Z1,Z11,Z1105,P03,117478,103637,105729,100000,CNY
201601,C001,B02,Z1,Z11,Z1105,P04,116685,100561,116937,100000,CNY
201601,C001,B02,Z1,Z11,Z1106,P01,119394,89574,117201,100000,CNY
201601,C001,B02,Z1,Z11,Z1106,P02,119329,93803,117531,100000,CNY
201601,C001,B02,Z1,Z11,Z1106,P03,109085,66372,117211,100000,CNY
201601,C001,B02,Z1,Z12,Z1201,P01,119999,61689,103873,100000,CNY
201601,C001,B02,Z1,Z12,Z1201,P02,114234,83051,107619,100000,CNY
201601,C001,B02,Z1,Z12,Z1201,P03,100907,100243,114258,100000,CNY
201601,C001,B02,Z1,Z12,Z1201,P04,112126,91792,115558,100000,CNY
201601,C001,B02,Z1,Z12,Z1202,P01,110482,73584,112734,100000,CNY
201601,C001,B02,Z1,Z12,Z1202,P02,103559,86182,115011,100000,CNY
201601,C001,B02,Z1,Z12,Z1202,P03,117404,107301,106239,100000,CNY
201601,C001,B02,Z1,Z13,Z1301,P01,113090,63742,103047,100000,CNY
201601,C001,B02,Z1,Z13,Z1301,P02,109903,60259,104767,100000,CNY
201601,C001,B02,Z1,Z13,Z1301,P03,104652,97780,112994,100000,CNY
201601,C001,B02,Z1,Z13,Z1301,P04,104340,110248,109579,100000,CNY
201601,C001,B02,Z1,Z13,Z1302,P01,113083,109751,110951,100000,CNY
201601,C001,B02,Z1,Z13,Z1302,P02,104150,78213,114507,100000,CNY
201601,C001,B02,Z1,Z14,Z1401,P01,103508,79476,100132,100000,CNY
201601,C001,B02,Z1,Z14,Z1401,P02,103102,78319,109018,100000,CNY
201601,C001,B02,Z1,Z14,Z1401,P03,108981,60710,109948,100000,CNY
201601,C001,B02,Z1,Z14,Z1402,P01,112380,94557,115452,100000,CNY
201601,C001,B02,Z1,Z14,Z1402,P02,112254,95269,108691,100000,CNY
201601,C001,B02,Z1,Z14,Z1402,P03,100711,104225,118382,100000,CNY
201601,C001,B02,Z1,Z15,Z1501,P01,103757,67424,106272,100000,CNY
201601,C001,B02,Z1,Z15,Z1501,P02,109352,90243,113395,100000,CNY
201601,C001,B02,Z1,Z15,Z1501,P03,102591,113160,117987,100000,CNY
201601,C001,B02,Z1,Z15,Z1501,P04,104041,91227,110296,100000,CNY
201601,C001,B02,Z1,Z15,Z1501,P05,116111,96404,100942,100000,CNY
201601,C001,B02,Z1,Z16,Z1601,P01,101647,67677,101498,100000,CNY
201601,C001,B02,Z1,Z16,Z1601,P02,109902,67474,100889,100000,CNY
201601,C001,B02,Z1,Z16,Z1601,P03,112569,109466,107759,100000,CNY
201601,C001,B02,Z1,Z16,Z1601,P04,113767,93747,109158,100000,CNY
201601,C001,B02,Z1,Z16,Z1601,P05,119619,71160,106384,100000,CNY
201601,C001,B02,Z3,Z31,Z3101,P01,108764,105129,117964,100000,CNY
201601,C001,B02,Z3,Z31,Z3101,P02,103703,111676,108016,100000,CNY
201601,C001,B02,Z3,Z31,Z3101,P03,107177,92321,119880,100000,CNY
201601,C001,B02,Z3,Z31,Z3102,P01,105523,82031,106320,100000,CNY
201601,C001,B02,Z3,Z31,Z3102,P02,118415,112609,101320,100000,CNY
201601,C001,B02,Z3,Z32,Z3201,P01,105453,113829,110192,100000,CNY
201601,C001,B02,Z3,Z32,Z3201,P02,117303,100529,104997,100000,CNY
201601,C001,B02,Z3,Z32,Z3201,P03,116017,102501,112185,100000,CNY
201601,C001,B02,Z3,Z32,Z3202,P01,110415,93837,119712,100000,CNY
201601,C001,B02,Z3,Z32,Z3202,P02,105164,64657,100597,100000,CNY
201601,C001,B02,Z3,Z32,Z3202,P03,110620,71207,109832,100000,CNY
201601,C001,B04,Z1,Z11,Z1101,P01,111694,105978,105753,100000,CNY
201601,C001,B04,Z1,Z11,Z1101,P02,117617,71357,112829,100000,CNY
201601,C001,B04,Z1,Z11,Z1101,P03,113795,69638,109723,100000,CNY
201601,C001,B04,Z1,Z11,Z1101,P04,102391,71343,119466,100000,CNY
201601,C001,B04,Z1,Z11,Z1101,P05,119690,98860,110106,100000,CNY
201601,C001,B04,Z1,Z11,Z1102,P01,108377,115667,111329,100000,CNY
201601,C001,B04,Z1,Z11,Z1102,P02,104926,102449,115782,100000,CNY
201601,C001,B04,Z1,Z11,Z1102,P03,117719,120000,105611,100000,CNY
201601,C001,B04,Z1,Z11,Z1102,P04,116608,107550,107290,100000,CNY
201601,C001,B04,Z1,Z11,Z1102,P05,111981,90944,102763,100000,CNY
201601,C001,B04,Z1,Z11,Z1103,P01,116238,62410,101475,100000,CNY
201601,C001,B04,Z1,Z11,Z1103,P02,102297,89997,100554,100000,CNY
201601,C001,B04,Z1,Z11,Z1103,P03,100431,64540,115050,100000,CNY
201601,C001,B04,Z1,Z11,Z1103,P04,102314,112066,109488,100000,CNY
201601,C001,B04,Z1,Z11,Z1103,P05,111949,113361,112091,100000,CNY
201601,C001,B04,Z1,Z11,Z1104,P01,119705,78298,113210,100000,CNY
201601,C001,B04,Z1,Z11,Z1104,P02,115548,106180,102712,100000,CNY
201601,C001,B04,Z1,Z11,Z1104,P03,117827,82865,112910,100000,CNY
201601,C001,B04,Z1,Z11,Z1104,P04,104365,118931,118281,100000,CNY
201601,C001,B04,Z1,Z11,Z1105,P01,114982,60369,109872,100000,CNY
201601,C001,B04,Z1,Z11,Z1105,P02,108247,94014,105605,100000,CNY
201601,C001,B04,Z1,Z11,Z1105,P03,100594,108504,113289,100000,CNY
201601,C001,B04,Z1,Z11,Z1105,P04,110606,64323,119720,100000,CNY
201601,C001,B04,Z1,Z11,Z1106,P01,101126,87173,118127,100000,CNY
201601,C001,B04,Z1,Z11,Z1106,P02,104872,90784,105389,100000,CNY
201601,C001,B04,Z1,Z11,Z1106,P03,111122,63881,100169,100000,CNY
201601,C001,B04,Z1,Z12,Z1201,P01,115621,60634,107570,100000,CNY
201601,C001,B04,Z1,Z12,Z1201,P02,101905,69947,107385,100000,CNY
201601,C001,B04,Z1,Z12,Z1201,P03,115708,71175,103790,100000,CNY
201601,C001,B04,Z1,Z12,Z1201,P04,106094,75146,109489,100000,CNY
201601,C001,B04,Z1,Z12,Z1202,P01,110976,108254,112093,100000,CNY
201601,C001,B04,Z1,Z12,Z1202,P02,110245,104324,104386,100000,CNY
201601,C001,B04,Z1,Z12,Z1202,P03,114571,117053,119556,100000,CNY
201601,C001,B04,Z1,Z13,Z1301,P01,103130,106695,114625,100000,CNY
201601,C001,B04,Z1,Z13,Z1301,P02,116706,100719,116385,100000,CNY
201601,C001,B04,Z1,Z13,Z1301,P03,106315,118490,105957,100000,CNY
201601,C001,B04,Z1,Z13,Z1301,P04,119808,70042,112420,100000,CNY
201601,C001,B04,Z1,Z13,Z1302,P01,116376,88001,113031,100000,CNY
201601,C001,B04,Z1,Z13,Z1302,P02,114522,68812,100413,100000,CNY
201601,C001,B04,Z1,Z14,Z1401,P01,115707,91614,116429,100000,CNY
201601,C001,B04,Z1,Z14,Z1401,P02,105862,111964,108308,100000,CNY
201601,C001,B04,Z1,Z14,Z1401,P03,108684,73580,111761,100000,CNY
201601,C001,B04,Z1,Z14,Z1402,P01,115310,70574,113828,100000,CNY
201601,C001,B04,Z1,Z14,Z1402,P02,100175,68520,109411,100000,CNY
201601,C001,B04,Z1,Z14,Z1402,P03,112497,86121,115047,100000,CNY
201601,C001,B04,Z1,Z15,Z1501,P01,102753,101552,109918,100000,CNY
201601,C001,B04,Z1,Z15,Z1501,P02,109137,66164,105439,100000,CNY
201601,C001,B04,Z1,Z15,Z1501,P03,104579,117397,117356,100000,CNY
201601,C001,B04,Z1,Z15,Z1501,P04,113673,97785,112873,100000,CNY
201601,C001,B04,Z1,Z15,Z1501,P05,113972,118079,100871,100000,CNY
201601,C001,B04,Z1,Z16,Z1601,P01,119435,104531,118694,100000,CNY
201601,C001,B04,Z1,Z16,Z1601,P02,112409,80759,115048,100000,CNY
201601,C001,B04,Z1,Z16,Z1601,P03,109154,87144,110524,100000,CNY
201601,C001,B04,Z1,Z16,Z1601,P04,110601,117012,102149,100000,CNY
201601,C001,B04,Z1,Z16,Z1601,P05,100360,63167,113478,100000,CNY
201601,C001,B04,Z4,Z41,Z4101,P01,102109,85493,107858,100000,CNY
201601,C001,B04,Z4,Z41,Z4101,P02,102108,81743,110811,100000,CNY
201601,C001,B04,Z4,Z41,Z4101,P03,111435,66454,118533,100000,CNY
201601,C001,B04,Z4,Z41,Z4102,P01,109084,79539,112924,100000,CNY
201601,C001,B04,Z4,Z41,Z4102,P02,113124,84776,105841,100000,CNY
201601,C001,B04,Z4,Z41,Z4102,P03,106642,77988,108601,100000,CNY
201601,C001,B04,Z4,Z42,Z4201,P01,106640,114847,118503,100000,CNY
201601,C001,B04,Z4,Z42,Z4201,P02,104457,86629,112528,100000,CNY
201601,C001,B04,Z4,Z42,Z4201,P03,106570,87526,105730,100000,CNY
201601,C001,B04,Z4,Z42,Z4202,P01,104420,118292,108516,100000,CNY
201601,C001,B04,Z4,Z42,Z4202,P02,106648,62338,107402,100000,CNY
201601,C001,B04,Z4,Z42,Z4202,P03,119638,73244,106831,100000,CNY
201601,C001,B03,Z1,Z11,Z1101,P01,102774,81080,103912,100000,CNY
201601,C001,B03,Z1,Z11,Z1101,P02,111256,67008,114513,100000,CNY
201601,C001,B03,Z1,Z11,Z1101,P03,104106,84383,114874,100000,CNY
201601,C001,B03,Z1,Z11,Z1101,P04,102031,60098,108384,100000,CNY
201601,C001,B03,Z1,Z11,Z1101,P05,102541,67478,119784,100000,CNY
201601,C001,B03,Z1,Z11,Z1102,P01,112406,78950,108902,100000,CNY
201601,C001,B03,Z1,Z11,Z1102,P02,104083,76976,112625,100000,CNY
201601,C001,B03,Z1,Z11,Z1102,P03,110006,78619,118150,100000,CNY
201601,C001,B03,Z1,Z11,Z1102,P04,118558,116882,119899,100000,CNY
201601,C001,B03,Z1,Z11,Z1102,P05,115489,99133,115476,100000,CNY
201601,C001,B03,Z1,Z11,Z1103,P01,116715,71906,109396,100000,CNY
201601,C001,B03,Z1,Z11,Z1103,P02,107114,89126,117755,100000,CNY
201601,C001,B03,Z1,Z11,Z1103,P03,114673,89776,103371,100000,CNY
201601,C001,B03,Z1,Z11,Z1103,P04,119168,71904,106092,100000,CNY
201601,C001,B03,Z1,Z11,Z1103,P05,109367,72980,110338,100000,CNY
201601,C001,B03,Z1,Z11,Z1104,P01,106911,113645,113927,100000,CNY
201601,C001,B03,Z1,Z11,Z1104,P02,111480,85500,109916,100000,CNY
201601,C001,B03,Z1,Z11,Z1104,P03,107869,80597,105572,100000,CNY
201601,C001,B03,Z1,Z11,Z1104,P04,109327,63542,102165,100000,CNY
201601,C001,B03,Z1,Z11,Z1105,P01,102204,105885,116194,100000,CNY
201601,C001,B03,Z1,Z11,Z1105,P02,106444,79590,103105,100000,CNY
201601,C001,B03,Z1,Z11,Z1105,P03,105333,107221,106745,100000,CNY
201601,C001,B03,Z1,Z11,Z1105,P04,119306,63907,118745,100000,CNY
201601,C001,B03,Z1,Z11,Z1106,P01,111785,87680,115285,100000,CNY
201601,C001,B03,Z1,Z11,Z1106,P02,105294,110244,116745,100000,CNY
201601,C001,B03,Z1,Z11,Z1106,P03,104923,88268,102515,100000,CNY
201601,C001,B03,Z1,Z12,Z1201,P01,107332,66088,114589,100000,CNY
201601,C001,B03,Z1,Z12,Z1201,P02,117657,78188,116096,100000,CNY
201601,C001,B03,Z1,Z12,Z1201,P03,105830,97085,116033,100000,CNY
201601,C001,B03,Z1,Z12,Z1201,P04,100793,99426,103950,100000,CNY
201601,C001,B03,Z1,Z12,Z1202,P01,102334,86467,116031,100000,CNY
201601,C001,B03,Z1,Z12,Z1202,P02,107384,113527,112219,100000,CNY
201601,C001,B03,Z1,Z12,Z1202,P03,102208,96453,109526,100000,CNY
201601,C001,B03,Z1,Z13,Z1301,P01,119254,95139,106593,100000,CNY
201601,C001,B03,Z1,Z13,Z1301,P02,119248,75612,101590,100000,CNY
201601,C001,B03,Z1,Z13,Z1301,P03,104912,80261,111480,100000,CNY
201601,C001,B03,Z1,Z13,Z1301,P04,100747,94004,102477,100000,CNY
201601,C001,B03,Z1,Z13,Z1302,P01,110924,63263,113551,100000,CNY
201601,C001,B03,Z1,Z13,Z1302,P02,118466,72739,110748,100000,CNY
201601,C001,B03,Z1,Z14,Z1401,P01,105878,69248,119115,100000,CNY
201601,C001,B03,Z1,Z14,Z1401,P02,112183,81077,102552,100000,CNY
201601,C001,B03,Z1,Z14,Z1401,P03,119733,76647,114508,100000,CNY
201601,C001,B03,Z1,Z14,Z1402,P01,102035,81894,107837,100000,CNY
201601,C001,B03,Z1,Z14,Z1402,P02,118630,76758,106708,100000,CNY
201601,C001,B03,Z1,Z14,Z1402,P03,106588,114550,116187,100000,CNY
201601,C001,B03,Z1,Z15,Z1501,P01,117787,104690,113229,100000,CNY
201601,C001,B03,Z1,Z15,Z1501,P02,108557,104100,106528,100000,CNY
201601,C001,B03,Z1,Z15,Z1501,P03,106965,90393,103834,100000,CNY
201601,C001,B03,Z1,Z15,Z1501,P04,106332,89829,119025,100000,CNY
201601,C001,B03,Z1,Z15,Z1501,P05,105976,82513,102409,100000,CNY
201601,C001,B03,Z1,Z16,Z1601,P01,104072,93964,116496,100000,CNY
201601,C001,B03,Z1,Z16,Z1601,P02,115952,73109,114525,100000,CNY
201601,C001,B03,Z1,Z16,Z1601,P03,101370,73836,117331,100000,CNY
201601,C001,B03,Z1,Z16,Z1601,P04,104941,99342,101287,100000,CNY
201601,C001,B03,Z1,Z16,Z1601,P05,104920,72534,100541,100000,CNY
201601,C001,B03,Z4,Z41,Z4101,P01,104137,88782,104172,100000,CNY
201601,C001,B03,Z4,Z41,Z4101,P02,118327,113967,118425,100000,CNY
201601,C001,B03,Z4,Z41,Z4101,P03,113908,104261,104605,100000,CNY
201601,C001,B03,Z4,Z41,Z4102,P01,111727,85823,112836,100000,CNY
201601,C001,B03,Z4,Z41,Z4102,P02,111847,71127,100332,100000,CNY
201601,C001,B03,Z4,Z41,Z4102,P03,109352,86306,109210,100000,CNY
201601,C001,B03,Z4,Z42,Z4201,P01,115743,90910,112413,100000,CNY
201601,C001,B03,Z4,Z42,Z4201,P02,114386,74132,100508,100000,CNY
201601,C001,B03,Z4,Z42,Z4201,P03,115463,113135,110947,100000,CNY
201601,C001,B03,Z4,Z42,Z4202,P01,101453,77429,109191,100000,CNY
201601,C001,B03,Z4,Z42,Z4202,P02,111415,95570,113801,100000,CNY
201601,C001,B03,Z4,Z42,Z4202,P03,117274,109423,100433,100000,CNY
201601,C001,B03,Z5,Z51,Z5101,P01,104245,78476,119596,100000,CNY
201601,C001,B03,Z5,Z51,Z5101,P02,110006,65533,106131,100000,CNY
201601,C001,B03,Z5,Z51,Z5101,P03,114240,62015,106857,100000,CNY
201601,C001,B03,Z5,Z51,Z5102,P01,108295,110232,110528,100000,CNY
201601,C001,B03,Z5,Z51,Z5102,P02,109712,81433,105319,100000,CNY
201601,C001,B03,Z5,Z51,Z5102,P03,114495,94756,119936,100000,CNY
201601,C001,B03,Z5,Z52,Z5201,P01,107783,92075,117896,100000,CNY
201601,C001,B03,Z5,Z52,Z5201,P02,113056,62718,102033,100000,CNY
201601,C001,B03,Z5,Z52,Z5201,P03,118190,95713,106044,100000,CNY
201601,C001,B03,Z5,Z52,Z5202,P01,100502,83128,110227,100000,CNY
201601,C001,B03,Z5,Z52,Z5202,P02,119222,99599,107865,100000,CNY
201601,C001,B03,Z5,Z52,Z5202,P03,111760,92647,109987,100000,CNY
201601,C002,B01,Z7,Z71,Z7101,P01,115934,89533,118397,100000,CNY
